modelo,tipo,imagen_idx,paso,prob
ViT,insertion,1,9,0.2995119094848633
ViT,insertion,1,10,0.2810325622558594
ViT,insertion,1,11,0.313220739364624
ViT,insertion,1,12,0.411720871925354
ViT,insertion,1,13,0.3770497143268585
ViT,insertion,1,14,0.3334336280822754
ViT,insertion,1,15,0.41317787766456604
ViT,insertion,1,16,0.4767349660396576
ViT,insertion,1,17,0.5324698686599731
ViT,insertion,1,18,0.5329662561416626
ViT,insertion,1,19,0.5347323417663574
ViT,insertion,1,20,0.5329342484474182
ViT,insertion,1,21,0.5545557141304016
ViT,insertion,1,22,0.5175113677978516
ViT,insertion,1,23,0.5335901975631714
ViT,insertion,1,24,0.4975443482398987
ViT,insertion,1,25,0.5089091658592224
ViT,insertion,1,26,0.5252466797828674
ViT,insertion,1,27,0.5076900720596313
ViT,insertion,1,28,0.5130791664123535
ViT,insertion,1,29,0.5240718722343445
ViT,insertion,1,30,0.4771527051925659
ViT,insertion,1,31,0.5094464421272278
ViT,insertion,1,32,0.5081225633621216
ViT,insertion,1,33,0.49511775374412537
ViT,insertion,1,34,0.5047910809516907
ViT,insertion,1,35,0.48952457308769226
ViT,insertion,1,36,0.5100492238998413
ViT,insertion,1,37,0.49622979760169983
ViT,insertion,1,38,0.5111252069473267
ViT,insertion,1,39,0.5059190392494202
ViT,insertion,1,40,0.5092107057571411
ViT,insertion,1,41,0.4886063039302826
ViT,insertion,1,42,0.5469470620155334
ViT,insertion,1,43,0.5384387373924255
ViT,insertion,1,44,0.546552300453186
ViT,insertion,1,45,0.5272053480148315
ViT,insertion,1,46,0.540317177772522
ViT,insertion,1,47,0.5709670782089233
ViT,insertion,1,48,0.5604004859924316
ViT,insertion,1,49,0.6389540433883667
ViT,insertion,2,0,0.5761393308639526
ViT,insertion,2,1,0.46320533752441406
ViT,insertion,2,2,0.3651469945907593
ViT,insertion,2,3,0.4220632016658783
ViT,insertion,2,4,0.37117066979408264
ViT,insertion,2,5,0.2931128144264221
ViT,insertion,2,6,0.31814661622047424
ViT,insertion,2,7,0.42842966318130493
ViT,insertion,2,8,0.3580312132835388
ViT,insertion,2,9,0.3294610381126404
ViT,insertion,2,10,0.33155614137649536
ViT,insertion,2,11,0.20904149115085602
ViT,insertion,2,12,0.32058700919151306
ViT,insertion,2,13,0.3292383849620819
ViT,insertion,2,14,0.38531482219696045
ViT,insertion,2,15,0.4079586863517761
ViT,insertion,2,16,0.410037100315094
ViT,insertion,2,17,0.41447556018829346
ViT,insertion,2,18,0.4161365032196045
ViT,insertion,2,19,0.4031285047531128
ViT,insertion,2,20,0.42346054315567017
ViT,insertion,2,21,0.43338915705680847
ViT,insertion,2,22,0.39872393012046814
ViT,insertion,2,23,0.4070209264755249
ViT,insertion,2,24,0.3910692036151886
ViT,insertion,2,25,0.38004153966903687
ViT,insertion,2,26,0.3696460723876953
ViT,insertion,2,27,0.3828395903110504
ViT,insertion,2,28,0.37567490339279175
ViT,insertion,2,29,0.40024372935295105
ViT,insertion,2,30,0.42702725529670715
ViT,insertion,2,31,0.4365468919277191
ViT,insertion,2,32,0.43388667702674866
ViT,insertion,2,33,0.4695451557636261
ViT,insertion,2,34,0.4465807378292084
ViT,insertion,2,35,0.4842904806137085
ViT,insertion,2,36,0.47453704476356506
ViT,insertion,2,37,0.4954772889614105
ViT,insertion,2,38,0.5326935052871704
ViT,insertion,2,39,0.5300180912017822
ViT,insertion,2,40,0.5451775193214417
ViT,insertion,2,41,0.4924541711807251
ViT,insertion,2,42,0.543165922164917
ViT,insertion,2,43,0.5340372920036316
ViT,insertion,2,44,0.5731337666511536
ViT,insertion,2,45,0.5756374001502991
ViT,insertion,2,46,0.5633370280265808
ViT,insertion,2,47,0.6083467602729797
ViT,insertion,2,48,0.6444608569145203
ViT,insertion,2,49,0.6684331893920898
ViT,insertion,3,0,0.4121799170970917
ViT,insertion,3,1,0.5427377820014954
ViT,insertion,3,2,0.6919178366661072
ViT,insertion,3,3,0.7205030918121338
ViT,insertion,3,4,0.6260012984275818
ViT,insertion,3,5,0.7707332372665405
ViT,insertion,3,6,0.7339912056922913
ViT,insertion,3,7,0.6450509428977966
ViT,insertion,3,8,0.7285975217819214
ViT,insertion,3,9,0.684201717376709
ViT,insertion,3,10,0.7541706562042236
ViT,insertion,3,11,0.7917454242706299
ViT,insertion,3,12,0.6589716672897339
ViT,insertion,3,13,0.714572548866272
ViT,insertion,3,14,0.7111659646034241
ViT,insertion,3,15,0.6821541786193848
ViT,insertion,3,16,0.6725633144378662
ViT,insertion,3,17,0.6300938129425049
ViT,insertion,3,18,0.6956945061683655
ViT,insertion,3,19,0.640046238899231
ViT,insertion,3,20,0.6826855540275574
ViT,insertion,3,21,0.6722343564033508
ViT,insertion,3,22,0.6624873876571655
ViT,insertion,3,23,0.6552584767341614
ViT,insertion,3,24,0.6582669615745544
ViT,insertion,3,25,0.6153873801231384
ViT,insertion,3,26,0.619819164276123
ViT,insertion,3,27,0.6258957386016846
ViT,insertion,3,28,0.6113973259925842
ViT,insertion,3,29,0.6363920569419861
ViT,insertion,3,30,0.6497765779495239
ViT,insertion,3,31,0.6566432118415833
ViT,insertion,3,32,0.6731271147727966
ViT,insertion,3,33,0.6635221242904663
ViT,insertion,3,34,0.6626829504966736
ViT,insertion,3,35,0.660567581653595
ViT,insertion,3,36,0.6676746606826782
ViT,insertion,3,37,0.6692063808441162
ViT,insertion,3,38,0.6822165846824646
ViT,insertion,3,39,0.6826112866401672
ViT,insertion,3,40,0.686625599861145
ViT,insertion,3,41,0.6848525404930115
ViT,insertion,3,42,0.6886650919914246
ViT,insertion,3,43,0.7037298083305359
ViT,insertion,3,44,0.7157852649688721
ViT,insertion,3,45,0.7547836303710938
ViT,insertion,3,46,0.7535450458526611
ViT,insertion,3,47,0.7448216080665588
ViT,insertion,3,48,0.744559645652771
ViT,insertion,3,49,0.7363792061805725
ViT,pixel_flipping,0,0,0.516270637512207
ViT,pixel_flipping,0,1,0.5023903250694275
ViT,pixel_flipping,0,2,0.4863849878311157
ViT,pixel_flipping,0,3,0.491894394159317
ViT,pixel_flipping,0,4,0.46448084712028503
ViT,pixel_flipping,0,5,0.48648831248283386
ViT,pixel_flipping,0,6,0.47384437918663025
ViT,pixel_flipping,0,7,0.4164823889732361
ViT,pixel_flipping,0,8,0.45640280842781067
ViT,pixel_flipping,0,9,0.439118355512619
ViT,pixel_flipping,0,10,0.4581678807735443
ViT,pixel_flipping,0,11,0.35849499702453613
ViT,pixel_flipping,0,12,0.36236023902893066
ViT,pixel_flipping,0,13,0.3764571249485016
ViT,pixel_flipping,0,14,0.3564563989639282
ViT,pixel_flipping,0,15,0.2519984245300293
ViT,pixel_flipping,0,16,0.21724949777126312
ViT,pixel_flipping,0,17,0.28420987725257874
ViT,pixel_flipping,0,18,0.3708425462245941
ViT,pixel_flipping,0,19,0.562684178352356
ViT,pixel_flipping,1,0,0.6027736067771912
ViT,pixel_flipping,1,1,0.4979023039340973
ViT,pixel_flipping,1,2,0.49974337220191956
ViT,pixel_flipping,1,3,0.4403361678123474
ViT,pixel_flipping,1,4,0.4215974807739258
ViT,pixel_flipping,1,5,0.397758424282074
ViT,pixel_flipping,1,6,0.3989660143852234
ViT,pixel_flipping,1,7,0.41168269515037537
ViT,pixel_flipping,1,8,0.4007226228713989
ViT,pixel_flipping,1,9,0.4752351641654968
ViT,pixel_flipping,1,10,0.34672579169273376
ViT,pixel_flipping,1,11,0.30934640765190125
ViT,pixel_flipping,1,12,0.24536626040935516
ViT,pixel_flipping,1,13,0.30088305473327637
ViT,pixel_flipping,1,14,0.23712937533855438
ViT,pixel_flipping,1,15,0.34245774149894714
ViT,pixel_flipping,1,16,0.3243759870529175
