modelo,imagen_idx,shap_abs_total,shap_abs_media,shap_abs_max,shap_pos_ratio,shap_neg_ratio,shap_top10_share,shap_entropy_norm,shap_area_top_percentil,shap_centro_y,shap_centro_x
ViT,0,0.4199255704879761,8.369052011403255e-06,4.41201264038682e-05,0.7122220993041992,0.2877778112888336,0.3207744359970093,0.9608874256188572,0.1015625,107.12480762753192,93.56097966226973
ViT,1,0.4869098365306854,9.704038347990718e-06,4.89976373501122e-05,0.8967483043670654,0.10325164347887039,0.2749469578266144,0.9663359019964619,0.10546875,104.61928556114023,121.50816128697896
ViT,2,0.36425846815109253,7.259615358634619e-06,2.862868677766528e-05,0.7692863941192627,0.23071354627609253,0.29188358783721924,0.9691531436107768,0.1015625,93.12705725428894,107.41492801126851
ViT,3,0.3245938718318939,6.469106210715836e-06,2.0896128262393177e-05,0.6228127479553223,0.3771872818470001,0.24629785120487213,0.9770845603270979,0.1015625,115.9912081077607,98.01268009518903
