modelo,imagen_idx,shap_abs_total,shap_abs_media,shap_abs_max,shap_pos_ratio,shap_neg_ratio,shap_top10_share,shap_entropy_norm,shap_area_top_percentil,shap_centro_y,shap_centro_x
Swin,0,0.3511590361595154,6.998545813985402e-06,2.8497539460659027e-05,0.9189978837966919,0.08100207149982452,0.2725954055786133,0.9713645192337855,0.1015625,109.987259859751,117.27175509934932
Swin,1,0.2868131101131439,5.71614145883359e-06,2.1059842765680514e-05,0.6993725299835205,0.3006274700164795,0.27709126472473145,0.9659074958810271,0.1015625,100.4368235378092,89.04049797857215
Swin,2,0.2108413428068161,4.20203559770016e-06,2.215770655311644e-05,0.6869395971298218,0.31306037306785583,0.29109635949134827,0.9653371394875244,0.1015625,133.8909984680727,113.84803566703147
Swin,3,0.24378353357315063,4.858568445342826e-06,1.5354275092249736e-05,0.7468296885490417,0.25317034125328064,0.2883327305316925,0.9630040796100081,0.10546875,127.97169658579215,106.20061457944733
