modelo,imagen_idx,shap_abs_total,shap_abs_media,shap_abs_max,shap_pos_ratio,shap_neg_ratio,shap_top10_share,shap_entropy_norm,shap_area_top_percentil,shap_centro_y,shap_centro_x
TransUNet,0,0.0034738031681627035,6.923236384182019e-08,1.1336714322851549e-07,1.0,0.0,0.15761171281337738,0.9916055186606126,0.125,94.73645843065444,96.22965176678481
